,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,year,month,day,hour_UTC,minute_UTC
2904,Get Results - Core Principles of Web Development Tricks Tips,True,75,22355,54,26,All Levels,1.5,Web Development,2015,6,23,20,39
2905,JSON Faster Sleeker & Easier Discover the benefits learn it,True,200,8577,69,31,All Levels,1.5,Web Development,2015,8,12,18,33
2906,Get to know HTML Learn HTML Basics,True,200,10674,102,26,Beginner Level,2.0,Web Development,2016,11,22,15,9
2907,Ultimate Css & JQuery Form Designing From Beginner to Expert,True,115,783,5,13,All Levels,1.0,Web Development,2017,6,9,0,12
2908,PHP: Complete Registration and Login with Email Verification,True,20,12781,145,22,All Levels,2.5,Web Development,2016,1,27,18,16
2909,JavaScript from Beginner to Expert,True,125,5484,439,92,All Levels,12.5,Web Development,2015,5,18,21,54
2910,Build a website HTML5 CSS3 Beginner Course,True,150,7884,44,28,Beginner Level,2.0,Web Development,2016,2,2,3,54
2911,Learn Ruby on Rails: Stripe Payment Processing,True,40,15724,33,29,All Levels,1.5,Web Development,2016,11,2,22,9
2912,WordPress For Beginners | No Coding Required,True,20,3106,31,13,All Levels,1.0,Web Development,2017,4,15,0,32
2913,jQuery For Beginners : A Basic Introduction,True,65,6293,165,8,Beginner Level,1.0,Web Development,2015,11,3,18,17
2914,WordPress Plugins and Widgets,True,40,8711,29,12,Beginner Level,1.0,Web Development,2016,9,9,18,15
2915,PHP Essential How to create build Amazing websites with PHP,True,75,8067,30,44,Beginner Level,3.5,Web Development,2015,11,26,4,12
2916,HTML CSS JavaScript: Most popular ways to code HTML CSS JS,True,170,9332,172,33,All Levels,3.5,Web Development,2015,11,18,22,45
2917,Bootstrap 3 Beginners: Create a Professional Landing Page,True,20,3271,278,54,Beginner Level,2.5,Web Development,2015,9,20,21,4
2918,Introduction to Node.js for Beginners,True,125,1367,17,58,Beginner Level,6.0,Web Development,2017,4,24,23,55
2919,Introduction to Coding with Ruby,True,45,5077,126,66,Beginner Level,3.5,Web Development,2015,7,22,18,23
2920,Complete PHP and MySql Course: From Beginner to Professional,True,200,6508,137,90,All Levels,6.5,Web Development,2015,10,5,21,1
2921,Angular JS Essentials,True,195,4687,99,24,Beginner Level,4.0,Web Development,2017,1,3,15,31
2922,How To Setup Web Hosting,False,0,11758,242,8,Beginner Level,1.0,Web Development,2015,7,15,23,49
2923,"Web Application Development using Redis, Express, and Socket",True,200,300,16,66,Beginner Level,6.0,Web Development,2017,2,9,17,10
2924,How to Start a WordPress Blog - Complete Beginners Guide!,False,0,3784,85,32,Beginner Level,2.0,Web Development,2017,1,2,23,7
2925,CSS3 Gradients for Web Designers,True,20,1209,9,21,All Levels,1.5,Web Development,2016,8,19,19,19
2926,Learn ASP NET MVC 5 step by step,True,20,1428,91,32,Intermediate Level,3.0,Web Development,2015,10,6,19,0
2927,Tumult Hype Pro Basics: HTML5 Animations Made Easier,True,50,716,32,57,Beginner Level,4.0,Web Development,2016,9,14,17,15
2928,Web Hosting Set Up and WordPress Installation For Beginners,False,0,12563,239,11,Beginner Level,0.5666666666666667,Web Development,2014,4,9,2,58
2929,Ruby on Rails 4---A Test-Driven Approach,True,100,1518,55,122,Beginner Level,19.0,Web Development,2015,2,17,20,34
2930,AJAX :basics for beginners,True,35,1241,23,9,All Levels,0.5666666666666667,Web Development,2016,9,10,20,59
2931,Let's JavaScript!  Code a calculator,True,35,380,10,30,Beginner Level,2.0,Web Development,2017,2,23,5,36
2932,JavaScript from Beginner to Advanced,True,195,395,18,57,All Levels,17.0,Web Development,2016,12,20,21,32
2933,WordPress Theme Academy with Bootstrap,True,20,1169,110,64,Intermediate Level,7.5,Web Development,2015,9,10,0,48
2934,Building a eCommerce Startup in 4 Hours [Livestream],True,50,1114,8,23,Beginner Level,3.0,Web Development,2017,4,11,0,40
2935,Responsive PHP Registration Form: From Scratch,True,95,5738,9,35,All Levels,4.0,Web Development,2017,6,28,23,35
2936,A-Frame WebVR Programming Tutorial Series (Virtual Reality),True,40,6648,16,22,Beginner Level,1.5,Web Development,2017,5,24,5,25
2937,Learn Bootstrap And Make Responsive Websites,True,25,1605,10,32,All Levels,3.5,Web Development,2017,6,11,19,3
2938,HTML Web Development Crash Course,True,20,4848,33,17,Beginner Level,1.5,Web Development,2016,8,2,21,33
2939,Bootstrap Basics: Program Responsive Websites,True,75,4743,393,28,All Levels,3.0,Web Development,2013,8,9,13,2
2940,Projects with JSON and APIs,True,20,1520,34,23,All Levels,2.0,Web Development,2017,2,18,18,11
2941,Web Design HTML CSS How to Create a Website from Scratch,True,50,3601,28,22,Beginner Level,2.0,Web Development,2016,9,3,5,21
2942,"Create Complete Sign up System using PHP, jQuery and Ajax",True,200,4033,40,25,All Levels,3.0,Web Development,2016,2,15,0,41
2943,Adobe Flash for Beginners - Build Flash Website From Scratch,True,200,17071,17,15,All Levels,1.5,Web Development,2014,3,1,8,48
2944,Learn Complete WordPress for Building a Professional Sites,True,80,13708,92,62,All Levels,9.0,Web Development,2016,6,23,23,38
2945,Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,True,125,430,54,39,All Levels,2.5,Web Development,2017,4,4,21,5
2946,Bootstrap Essential Training - Create Your Very Own Website,True,20,2643,34,83,All Levels,9.0,Web Development,2016,2,19,18,17
2947,Angular 2 Jump Start With Typescript,True,20,1731,90,74,All Levels,4.0,Web Development,2015,12,8,14,37
2948,Learn Plugin Development in WordPress By Building  Projects,True,60,1313,121,62,All Levels,11.0,Web Development,2016,1,11,18,19
2949,"Build Your Startup with No Coding (Design, Develop & Ship)",True,30,775,245,82,All Levels,8.0,Web Development,2016,6,3,0,16
2950,The Web Developers Guide: Learn HTML & CSS Fundamentals,True,20,2243,27,97,All Levels,7.0,Web Development,2016,5,1,18,46
2951,Learn PHP Programming for Absolute Beginners - Lite,True,20,2749,62,7,All Levels,0.6833333333333333,Web Development,2015,12,15,20,46
2952,Learn Drupal 8 - With a Live Project,True,55,2012,15,59,All Levels,3.5,Web Development,2017,3,17,0,11
2953,Supreme NodeJS Course - For Beginners,True,200,1080,37,76,All Levels,3.5,Web Development,2016,11,29,19,3
2954,CSS3 for beginners,True,195,3831,15,25,Beginner Level,1.5,Web Development,2015,4,23,17,43
2955,Javascript for beginners,True,75,2071,57,14,Beginner Level,1.5,Web Development,2015,10,1,17,14
2956,Become a Bootstrap Expert: Build 20 Layouts!,True,35,2755,57,179,All Levels,17.5,Web Development,2016,2,8,0,54
2957,PHP : Learn to upload files to Amazon S3 and use CloudFront,True,50,1216,36,28,All Levels,3.0,Web Development,2016,6,15,22,8
2958,PHP MySQL: Learn PHP MySQL with Project,True,20,2314,77,25,All Levels,2.0,Web Development,2016,4,21,2,6
2959,How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,False,0,8770,261,13,Beginner Level,0.5333333333333333,Web Development,2015,9,20,23,5
2960,Projects in Django and Python,True,60,1764,53,28,All Levels,6.5,Web Development,2014,10,21,7,58
2961,"Create, Update and Manage Your Own Website Using Drupal 7",True,120,2837,68,49,All Levels,7.0,Web Development,2013,10,16,21,22
2962,Learn HTML - The programming language to build a webpage!,True,25,1655,39,19,Beginner Level,1.0,Web Development,2016,1,17,18,25
2963,Learn To Program JavaScript (in ten easy steps),True,75,2721,96,44,Beginner Level,5.5,Web Development,2013,5,20,9,36
2964,Bootstrap :basics for beginners,True,40,1152,20,14,All Levels,1.0,Web Development,2016,9,21,14,49
2965,Introduction to CSS Development,False,0,15493,415,25,Beginner Level,2.0,Web Development,2014,8,18,23,33
2966,PHP :basics for beginners,True,45,1562,4,12,All Levels,1.5,Web Development,2016,9,28,15,29
2967,Beginning Oracle WebLogic for Administrators,False,0,9786,989,7,Beginner Level,0.7,Web Development,2015,4,15,18,28
2968,Build an HTML5 and CSS3 Website in 35 Minutes,True,20,1904,25,17,Beginner Level,0.7,Web Development,2015,3,10,21,52
2969,Angular 2 Routing: Up And Running,False,0,3357,84,13,Intermediate Level,0.6166666666666667,Web Development,2017,2,21,23,34
2970,Advanced Prezi: Make Amazing Presentations ,True,30,2200,25,12,All Levels,1.0,Web Development,2016,1,24,20,47
2971,1 hour jQuery,True,100,5456,133,25,Beginner Level,1.0,Web Development,2013,8,3,14,20
2972,The WpFASTER WordPress Speed Optimization Master Course,True,175,2134,215,55,All Levels,7.0,Web Development,2015,4,13,20,49
2973,How to Build Your Own Website with WordPress: A Step-by-Step Guide ,True,95,4675,15,56,All Levels,6.0,Web Development,2015,3,5,1,18
2974,Build Apps with ReactJS: The Complete Course,True,40,1433,145,34,All Levels,5.5,Web Development,2015,10,22,21,7
2975,Learn SASS: from beginner to expert,True,20,1734,9,13,Beginner Level,1.0,Web Development,2016,9,14,17,34
2976,The complete HTML5 course,True,20,3461,11,23,Beginner Level,1.5,Web Development,2015,12,2,18,47
2977,Create a Responsive Website with Bootstrap 3,True,50,4076,39,22,Intermediate Level,3.0,Web Development,2014,10,28,2,25
2978,Lerning PHP by building website,True,185,567,63,34,All Levels,8.0,Web Development,2016,11,17,16,20
2979,Learn PHP Object Oriented Features with Simple Examples,True,20,1723,28,7,All Levels,1.0,Web Development,2016,10,5,13,47
2980,Crash Course - Learn to Create a PHP MVC Framework,True,50,1282,117,12,All Levels,1.0,Web Development,2016,5,1,18,4
2981,JSON :basics for beginners,True,45,2052,18,8,All Levels,0.55,Web Development,2016,9,9,16,42
2982,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,True,200,1874,40,224,All Levels,44.5,Web Development,2016,3,16,21,9
2983,Complete Guide to Front-End Web Development and Design,True,200,1119,111,204,Beginner Level,16.5,Web Development,2016,5,23,17,32
2984,"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",True,100,1023,131,44,All Levels,5.0,Web Development,2016,3,22,17,14
2985,Javascript for Beginners,True,20,3697,195,48,All Levels,3.0,Web Development,2011,7,9,5,43
2986,MongooseJS Essentials - Learn MongoDB for Node.js,False,0,21682,1106,8,Beginner Level,0.7333333333333333,Web Development,2016,3,12,16,4
2987,Regular Expressions for Beginners - Universal,True,100,1975,141,36,All Levels,3.0,Web Development,2017,1,20,0,54
2988,Learn Redis from Scratch,True,40,553,84,31,Intermediate Level,3.0,Web Development,2016,7,13,16,39
2989,WordPress Plugin Development -> Deep dive discovery!,True,40,2650,19,39,All Levels,2.0,Web Development,2015,11,5,22,16
2990,Learn Ajax and jquery with PHP,True,20,2964,8,9,Beginner Level,1.5,Web Development,2016,1,7,17,31
2991,Create a business website with WordPress,True,50,1624,31,38,All Levels,4.0,Web Development,2016,3,14,22,22
2992,DesktopServer : Install WordPress Locally  - Work Anywhere!,True,65,1640,22,29,Beginner Level,2.0,Web Development,2015,11,1,22,3
2993,Understand PHP Arrays and HTTP Request in a Better Way,True,35,1627,38,7,All Levels,0.5833333333333334,Web Development,2016,5,23,17,5
2994,Mastering CSS,True,95,1815,249,42,Expert Level,5.0,Web Development,2015,6,17,21,54
2995,The Complete Wordpress Theme Development Guide,True,25,1011,2,19,Beginner Level,2.0,Web Development,2017,5,19,5,52
2996,The Complete HMTL5 Course - Go From Beginner To Advanced!,True,95,2430,15,36,All Levels,2.0,Web Development,2016,10,13,21,24
2997,Learn Jquery from Scratch 2-Hour Training ,True,20,5318,56,13,Beginner Level,1.5,Web Development,2015,7,16,0,40
2998,How to Create a Wordpress Website from Scratch - No Coding,True,20,7018,28,38,All Levels,3.0,Web Development,2015,7,30,18,16
2999,Learn PHP CodeIgniter Framework with AJAX and Bootstrap,True,75,1634,52,21,All Levels,2.5,Web Development,2016,9,13,16,14
3000,The Complete Guide to JavaScript Development,True,110,3590,36,104,All Levels,14.0,Web Development,2016,1,25,4,46
3001,Basic HTML CSS and Web Design,True,30,4030,92,46,Beginner Level,9.0,Web Development,2016,2,19,18,10
3002,Build Professional WordPress Website,True,145,4020,95,52,All Levels,3.5,Web Development,2015,1,14,9,2
3003,Ultimate CSS3 Course - From Beginners To Professional,True,95,2635,25,30,All Levels,2.0,Web Development,2016,10,13,22,36
3004,Code & Grow Rich:  Earn More As An Entrepreneur Or Developer,True,200,7211,52,491,All Levels,57.0,Web Development,2016,2,10,1,9
3005,Learn by Example : ReactJS,True,50,1496,37,74,Beginner Level,7.5,Web Development,2016,12,27,19,39
3006,React.js Quickly: Developing Scalable Web User Interfaces,True,50,4447,76,24,Intermediate Level,4.0,Web Development,2016,4,19,17,27
3007,JavaScript - Tricks and Workarounds,True,100,1410,134,67,All Levels,5.0,Web Development,2016,4,15,18,47
3008,Kids Coding - Beginner HTML,True,20,6628,53,19,Beginner Level,1.0,Web Development,2013,7,19,20,44
3009,Learn PHP from scratch!!,True,25,1908,12,17,Beginner Level,1.5,Web Development,2017,4,28,13,57
3010,PHP with PDO - ULTIMATE Crash Course,True,50,1248,171,18,All Levels,1.5,Web Development,2015,12,6,23,1
3011,JavaScript for beginners with live examples,True,195,4587,46,49,Beginner Level,4.0,Web Development,2015,9,29,21,41
3012,Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,True,50,2351,302,16,All Levels,2.5,Web Development,2015,1,21,4,2
3013,Laravel(5.2) PHP Framework  Jump Start for beginners,True,20,3898,95,32,Beginner Level,3.0,Web Development,2015,12,29,18,54
3014,Professional WordPress Theme Development For 2017,True,20,3185,102,94,All Levels,8.0,Web Development,2015,5,8,19,10
3015,Learn Laravel PHP Framework Building Multi User SEO Blog APP,True,100,557,92,133,All Levels,9.5,Web Development,2017,1,4,23,51
3016,Javascript Specialist,True,200,408,39,80,Beginner Level,8.0,Web Development,2017,2,23,0,54
3017,Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,True,70,1703,435,65,All Levels,3.0,Web Development,2016,2,4,22,36
3018,JavaScript Intro to learning JavaScript web programming,True,20,17554,94,16,Beginner Level,1.5,Web Development,2015,6,1,20,44
3019,Crash Course: Fundamentals Of HTML & CSS From Scratch.,True,20,7368,216,52,Beginner Level,2.0,Web Development,2013,9,20,19,48
3020,"Laravel, the complete guide with real world projects",True,200,676,119,125,All Levels,14.0,Web Development,2017,2,3,16,28
3021,VueJS V1 Introduction to VueJS JavaScript Framework,True,200,3632,28,31,Beginner Level,2.0,Web Development,2016,7,26,16,53
3022,HTML CSS: Essential steps to learn HTML CSS,True,145,10576,154,23,Beginner Level,2.5,Web Development,2015,11,11,22,43
3023,Learn HTML 5 in 1 hour,True,100,11643,169,21,Beginner Level,1.0,Web Development,2013,8,12,23,26
3024,Learn Html5 & CSS3 from scratch,True,20,13960,239,19,All Levels,2.5,Web Development,2014,7,26,22,24
3025,Responsive Web Design: Made Easy,True,195,5085,106,27,All Levels,6.5,Web Development,2014,2,13,8,32
3026,Parse Server: From Front End to Full Stack,True,200,1130,162,66,Intermediate Level,6.0,Web Development,2016,7,29,0,54
3027,Codeigniter: How to use Codeigniter that drives knowledge,True,150,14606,235,21,All Levels,3.0,Web Development,2014,7,29,21,39
3028,jQuery for Beginners - Create Website Animations Easily,True,100,2971,285,28,All Levels,3.0,Web Development,2015,3,24,0,40
3029,How to Build Chat Bots: From Beginner to Intermediate,True,140,2814,107,35,All Levels,2.0,Web Development,2016,10,3,21,0
3030,Web Development with BootStrap - 16 Instant Themes Included!,True,40,1355,45,27,All Levels,3.5,Web Development,2015,7,14,20,32
3031,Install a Wordpress Theme the Correct Way & Charge Others,True,20,2335,13,18,All Levels,1.0,Web Development,2015,9,20,18,51
3032,Coding for Entrepreneurs Basic,False,0,161029,279,27,Beginner Level,3.5,Web Development,2013,6,9,15,51
3033,The CSS and CSS3 Crash Course,True,150,2051,99,76,All Levels,13.0,Web Development,2013,3,15,16,13
3034,Build a Business or Personal Website Using Wordpress,True,200,1069,12,61,Beginner Level,4.5,Web Development,2016,7,25,17,34
3035,Learn By Example: PHP For Dynamic Websites,True,50,1439,10,77,Beginner Level,13.0,Web Development,2016,4,6,19,52
3036,Learn ReactJS: Code Like A Facebook Developer,True,20,1948,72,45,Intermediate Level,5.0,Web Development,2015,8,24,20,31
3037,Learn to Build Web Apps using D3JS,True,40,841,99,29,All Levels,3.5,Web Development,2015,12,1,23,8
3038,How to create awesome website and e-commerce in 1 hour,True,20,937,4,10,All Levels,1.0,Web Development,2016,7,18,16,56
3039,Joomla for Beginners - Learn how to build a website with CMS,True,95,583,7,35,Beginner Level,3.5,Web Development,2017,1,23,22,41
3040,Learning Drupal 8,True,50,577,97,101,All Levels,9.5,Web Development,2016,5,11,21,5
3041,Learn How To Build a Web Application Without Coding,False,0,9364,311,10,Beginner Level,0.5333333333333333,Web Development,2015,3,4,21,44
3042,Rock Solid Wordpress Security - Secure Web Development,False,0,5052,92,23,All Levels,1.5,Web Development,2014,12,28,1,13
3043,Mastering JavaScript,True,95,694,39,39,Expert Level,4.0,Web Development,2015,9,4,20,18
3044,PHP Laravel 5:Creating a CRUD application,True,45,511,12,7,All Levels,0.55,Web Development,2016,11,28,17,44
3045,XQUERY :basics for beginners,True,40,937,2,6,All Levels,0.6333333333333333,Web Development,2016,9,27,15,26
3046,PHP Development with the Laravel Framework,True,50,1611,24,20,All Levels,3.5,Web Development,2014,3,11,20,40
3047,WordPress Development - Themes and Plugins Complete Guide,True,200,103,11,72,All Levels,5.5,Web Development,2017,6,30,23,14
3048,Basic JavaScript: Build 4 Basic JavaScript Projects,True,40,670,33,37,Beginner Level,4.5,Web Development,2016,2,4,3,55
3049,HTML and CSS for Beginning Web Developers,True,100,1606,28,73,Beginner Level,9.0,Web Development,2013,12,13,18,19
3050,Popular JavaScript Framework:Learn The Language Of Angular 2,True,200,260,22,64,Beginner Level,11.0,Web Development,2016,11,11,21,27
3051,The Ultimate Guide to the Best WordPress Plugins Part 1,True,50,122,10,116,All Levels,10.5,Web Development,2017,2,16,23,30
3052,XSLT :basics for beginners,True,35,877,6,7,All Levels,0.5333333333333333,Web Development,2016,9,27,15,14
3053,The Complete Wordpress Plugin Development Course - 8 Plugins,True,200,1215,58,33,All Levels,2.5,Web Development,2013,5,29,15,9
3054,JSON Crash Course for Beginners,True,45,3323,90,7,Beginner Level,0.6333333333333333,Web Development,2017,1,17,5,11
3055,You can create Incredible Websites with HTML CSS learn how,True,100,11892,50,28,All Levels,2.5,Web Development,2015,9,12,1,35
3056,JavaScript Tricks how to create code projects from scratch,True,75,15106,31,16,All Levels,1.5,Web Development,2015,10,29,23,39
3057,The Sass Course! Learn Sass for Real-World Websites,True,95,975,141,18,All Levels,3.5,Web Development,2016,12,8,16,53
3058,Web Design How to Create a Website HTML CSS Bootstrap,True,75,5263,29,29,Beginner Level,2.0,Web Development,2016,9,12,13,14
3059,Master Angular 4 by Example - Build 7 Awesome Apps!,True,195,596,32,84,All Levels,8.0,Web Development,2017,5,1,22,6
3060,Create A Custom Responsive WordPress Website For A Client,True,95,7517,89,47,All Levels,4.5,Web Development,2014,4,21,11,35
3061,Mastering HTML5 Programming - The Easier Way,True,75,21653,138,35,All Levels,7.0,Web Development,2013,1,7,11,44
3062,How to Launch Your Own Website Builder Service,True,20,9028,87,12,Beginner Level,1.5,Web Development,2015,7,28,20,20
3063,Getting Started with HTML,True,40,7375,52,17,Beginner Level,1.5,Web Development,2016,3,7,18,40
3064,Spring Framework 4 (Java Enterprise JEE) with AngularJS,True,95,5177,318,70,All Levels,13.5,Web Development,2015,9,21,23,12
3065,Build A Weather App With Ajax Using Open Weather Map API,True,20,6548,44,38,All Levels,4.0,Web Development,2016,12,1,21,49
3066,Essentials of JavaScript Practice Coding Exercises Tips,True,80,28125,115,21,Beginner Level,2.0,Web Development,2015,9,25,22,30
3067,Learn and Earn with HTML & CSS,True,20,9349,206,69,All Levels,4.0,Web Development,2016,3,11,20,11
3068,Get started Creating Websites Everything you need provided,True,100,14260,44,43,Beginner Level,3.0,Web Development,2015,9,25,18,13
3069,JavaScript in Action JavaScript Projects,True,150,7720,58,17,Beginner Level,1.5,Web Development,2016,3,29,18,1
3070,Modern Web Development with Laravel 5.2 (PHP Framework),True,120,2142,536,71,All Levels,12.0,Web Development,2016,1,24,17,33
3071,Programming for Entrepreneurs - JavaScript,True,200,12873,106,38,Beginner Level,2.5,Web Development,2013,11,11,0,28
3072,Create a Website from Scratch using HTML CSS step by step,True,75,12882,95,20,Beginner Level,1.5,Web Development,2015,11,27,23,15
3073,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,True,195,12368,89,26,All Levels,3.5,Web Development,2015,11,13,22,3
3074,Learn jQuery by Example Course,True,170,8625,94,73,Beginner Level,5.0,Web Development,2016,4,23,7,47
3075,Bootstrap 4 Theme Development Masterclass,True,150,2641,28,15,All Levels,0.65,Web Development,2017,2,24,2,29
3076,Wordpress Theme Development for Beginners,True,20,1052,14,47,All Levels,8.0,Web Development,2017,5,17,22,55
3077,Web Design Creating websites from scratch,True,75,13920,64,28,Beginner Level,2.0,Web Development,2016,9,19,22,32
3078,HTML Learning the Basics Intro to HTML website coding,True,20,7416,65,14,Beginner Level,0.65,Web Development,2015,5,31,21,28
3079,Learn how to use Javascript Components with PHP and Symfony,True,90,1822,4,25,All Levels,2.0,Web Development,2017,6,5,17,43
3080,So you think you know JavaScript?,True,50,1010,154,25,All Levels,6.0,Web Development,2016,5,12,14,52
3081,Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,True,110,1425,36,34,All Levels,5.5,Web Development,2016,9,12,23,42
3082,Learn jQuery: An In-depth Course For Beginners,True,50,7014,95,62,All Levels,4.5,Web Development,2011,11,29,1,29
3083,JavaScript for Beginning Web Developers,True,75,7785,416,33,Beginner Level,4.5,Web Development,2014,1,16,18,7
3084,JQuery Create Overlay Popups from scratch using Jquery,True,50,4407,17,29,All Levels,2.5,Web Development,2015,12,4,17,6
3085,Vue JS 2: From Beginner to Professional,True,145,602,93,214,All Levels,15.5,Web Development,2016,12,28,3,56
3086,Ultimate AngularJS: Build a Real-World App from Scratch,True,100,1712,438,49,All Levels,5.5,Web Development,2016,2,8,23,41
3087,Wordpress Site Migration,True,20,1894,40,35,All Levels,1.5,Web Development,2016,7,28,2,38
3088,introduction to HTML Course,True,20,3258,32,16,Beginner Level,2.0,Web Development,2016,5,16,15,14
3089,Create Single Page Website using Twitter Bootstrap 3,True,20,7449,111,13,Intermediate Level,1.0,Web Development,2014,4,19,20,10
3090,The All-In-One Web Development Course,True,85,538,13,113,All Levels,18.5,Web Development,2017,4,27,21,6
3091,Code a Responsive Website Using HTML5 and CSS for Beginners,True,50,1271,136,110,Beginner Level,7.5,Web Development,2014,1,9,17,51
3092,AngularJS for the Real World - Learn by creating a WebApp,True,115,1407,137,69,All Levels,7.0,Web Development,2015,9,7,17,54
3093,Wordpress Tutorial   ,True,200,2311,8,44,All Levels,1.5,Web Development,2014,12,4,19,17
3094,Create a REAL Social Network like Facebook in PHP + MySQL,True,45,1002,178,174,All Levels,16.5,Web Development,2016,9,19,15,54
3095,Advanced Node.js Development,True,55,2565,32,41,Expert Level,3.0,Web Development,2014,8,28,3,35
3096,ASP.NET MVC 5 Project - Facebook Clone,True,30,210,19,41,All Levels,5.0,Web Development,2017,2,9,4,38
3097,Bootstrap For Beginners: A  Basic Introduction,True,55,1186,14,9,Beginner Level,0.6666666666666666,Web Development,2015,11,13,19,13
3098,jQuery for Beginners,True,20,1421,17,36,All Levels,4.0,Web Development,2015,11,10,21,52
3099,JavaScript Basics For Web Developers,True,20,958,14,17,Beginner Level,1.0,Web Development,2016,7,11,17,30
3100,Learn PHP from Scratch,True,50,1550,25,27,Beginner Level,1.5,Web Development,2015,7,26,20,44
3101,Learn Express,True,25,1309,60,14,Intermediate Level,1.5,Web Development,2015,6,1,21,34
3102,"Build A Web App with VueJS, Spring Framework and MongoDB",True,145,251,32,25,All Levels,3.5,Web Development,2016,11,30,21,59
3103,Zend Framework 2: Learn the PHP framework ZF2 from scratch,True,40,723,130,37,All Levels,6.5,Web Development,2015,11,11,18,55
3104,Improved SEO with Rich Snippets and MicroData,False,0,11026,228,13,Intermediate Level,1.0,Web Development,2014,6,9,10,35
3105,X theme for WordPress: Responsive web design without code!,True,20,1318,81,55,All Levels,7.0,Web Development,2015,3,22,22,46
3106,Become a HTML and CSS Developer - Build a Responsive Site,False,0,3894,91,29,Beginner Level,2.0,Web Development,2016,5,26,4,46
3107,How to Make a Wordpress Website 2017,False,0,12293,235,18,All Levels,3.0,Web Development,2015,1,14,22,25
3108,Install Wordpress,True,20,1447,35,7,Beginner Level,0.6666666666666666,Web Development,2015,11,6,22,4
3109,CSS Specialist: Comprehensive CSS Training,True,100,487,31,52,Beginner Level,6.0,Web Development,2016,8,8,20,48
3110,Introduction to Laravel 4,False,0,9110,411,22,All Levels,2.5,Web Development,2014,9,12,22,52
3111,Introduction to Elm,False,0,1519,28,20,Intermediate Level,1.0,Web Development,2017,5,15,22,50
3112,Learn to Freelance with People Per hour  (URDU),True,20,948,48,8,All Levels,0.6,Web Development,2015,9,14,21,25
3113,Learn Wordpress 4 from Scratch : Create Awesome Websites,True,75,2023,8,25,All Levels,2.0,Web Development,2015,8,13,21,2
3114,Amazon Alexa Development: From Beginner to Intermediate,True,140,1858,110,52,All Levels,2.5,Web Development,2016,12,3,20,51
3115,The Build a SAAS App with Flask Course,True,40,2244,365,168,All Levels,10.0,Web Development,2016,6,2,19,32
3116,Learn JSON with JavaScript Objects and APIs in 1 hour,True,95,3619,93,19,Intermediate Level,1.0,Web Development,2016,10,26,14,19
3117,1 Hour JavaScript,True,200,22999,602,18,Beginner Level,1.0,Web Development,2013,7,4,15,27
3118,Building An E-Commerce Store Using Java Spring Framework,True,95,2743,589,61,All Levels,14.5,Web Development,2016,2,1,17,27
3119,Typescript Masterclass & FREE E-Book,True,150,1229,139,108,All Levels,7.5,Web Development,2016,11,8,22,57
3120,PHP MVC Framework CodeIgniter Tutorial for Beginners Project,True,100,3701,508,125,All Levels,10.5,Web Development,2015,8,28,0,29
3121,JavaScript - Become Higly Paid Front End Developer,True,105,710,137,49,Beginner Level,3.5,Web Development,2017,4,17,16,39
3122,Object Oriented Programming (OOP) in PHP - Build An OOP Site,True,20,6588,721,36,All Levels,2.0,Web Development,2014,6,17,7,34
3123,Beginners Introduction to Web Development,True,200,7331,55,18,Beginner Level,1.5,Web Development,2017,2,13,17,40
3124,Django + AngularJS for a Powerful Web Application,True,95,4463,59,36,Intermediate Level,5.5,Web Development,2016,10,13,17,34
3125,WordPress Academy: Learn WordPress step by step,True,150,1873,360,79,Beginner Level,7.5,Web Development,2016,7,12,23,10
3126,Web Development Essential Skills - Complete HTML and CSS,True,95,1388,11,58,All Levels,7.0,Web Development,2015,9,29,21,30
3127,Byte-Sized-Chunks: Closures in Javascript,True,20,1292,2,12,All Levels,2.0,Web Development,2016,3,10,19,41
3128,Laravel Account Activation Project,True,50,1147,19,19,All Levels,2.5,Web Development,2016,12,7,20,41
3129,WordPress: Create an Amazing Website With Ease,True,200,1109,13,24,All Levels,2.5,Web Development,2016,5,3,19,53
3130,Mastering the Google Chrome Developer Tools,True,20,2002,41,31,All Levels,0.6666666666666666,Web Development,2015,4,21,16,45
3131,Kali Linux Web App Testing,True,75,876,48,29,All Levels,3.0,Web Development,2015,6,11,18,38
3132,Learn Ruby Programming The Easy Way - Lite,True,20,1186,12,7,All Levels,0.5666666666666667,Web Development,2016,2,21,20,31
3133,"Web Scraping with Python, Ruby & import. io",True,75,973,50,46,All Levels,4.5,Web Development,2015,8,9,22,16
3134,Sending email with PHP: from Basic to Advanced,True,40,379,58,45,All Levels,2.0,Web Development,2016,6,10,16,23
3135,WordPress 2016 for Beginners : Build awesome websites!,True,20,2177,13,43,All Levels,4.0,Web Development,2015,7,13,20,39
3136,Learn to make websites with Google's Material Design Lite,True,20,1063,72,84,All Levels,5.5,Web Development,2015,7,20,17,23
